IndividuID,Continent,Age,Sexe,EducationAnnees,Travaille,AccesInternet,TailleMenage,RevenuMensuel,DepensesMensuelles
1570,Europe,37.0,Femme,12.0,Oui,0.0,3.0,5070.4,3627.8
1571,AmeriqueDuNord,41.0,Homme,13.0,Oui,1.0,4.0,5824.2,4117.8
1572,AmeriqueDuNord,38.0,Homme,8.0,Non,1.0,4.0,,
1573,Afrique,30.0,Femme,13.0,Non,,4.0,3575.2,2500.8
1574,AmeriqueDuSud,31.0,Femme,7.0,Oui,0.0,5.0,3406.7,2810.3
1575,Oceanie,26.0,Homme,11.0,Oui,0.0,3.0,,
1576,AmeriqueDuNord,,Femme,11.0,Non,1.0,3.0,4145.5,2491.5
1577,Antarctique,24.0,Homme,9.0,Non,0.0,5.0,4049.8,3166.0
1578,AmeriqueDuNord,34.0,Homme,11.0,Non,0.0,2.0,4185.2,3144.2
1579,Asie,25.0,Homme,8.0,Oui,0.0,4.0,4562.6,3280.6
1580,Afrique,38.0,Homme,9.0,Oui,0.0,3.0,4185.9,3496.3
1581,AmeriqueDuNord,28.0,Femme,9.0,Oui,0.0,4.0,4362.9,3214.8
1582,Europe,42.0,Femme,8.0,Non,0.0,3.0,,
1583,Asie,34.0,Homme,8.0,Oui,1.0,6.0,4813.2,2952.5
1584,AmeriqueDuSud,26.0,Homme,7.0,Oui,1.0,6.0,3880.5,2891.5
1585,Antarctique,23.0,Homme,10.0,Oui,0.0,5.0,5664.9,3738.4
1586,Europe,41.0,Femme,6.0,Oui,0.0,4.0,3958.9,2461.6
1587,AmeriqueDuNord,38.0,Femme,9.0,Oui,0.0,6.0,4872.4,3116.1
1588,Europe,39.0,Femme,11.0,Non,1.0,3.0,4444.6,2768.6
1589,Afrique,29.0,Femme,7.0,Non,0.0,2.0,2484.2,2032.6
1590,AmeriqueDuNord,33.0,Femme,,Oui,1.0,4.0,3472.9,2634.1
1591,Oceanie,34.0,Femme,9.0,Oui,0.0,3.0,4673.2,3297.9
1592,Oceanie,32.0,Femme,9.0,,,6.0,3572.9,2686.0
1593,Oceanie,,Femme,11.0,Non,0.0,4.0,3413.3,2552.1
1594,Europe,24.0,Femme,12.0,Non,1.0,6.0,4976.9,3149.3
1595,AmeriqueDuSud,,Homme,,Oui,0.0,3.0,1757.1,1351.2
1596,AmeriqueDuSud,36.0,Femme,14.0,Non,0.0,3.0,4415.7,3412.4
1597,AmeriqueDuNord,37.0,Homme,7.0,Oui,0.0,3.0,4202.5,3139.8
1598,Antarctique,39.0,Femme,13.0,Non,1.0,3.0,5872.3,4536.5
1599,AmeriqueDuNord,45.0,Homme,8.0,Oui,1.0,,4941.0,3002.3
1600,Oceanie,24.0,Femme,7.0,Oui,1.0,3.0,4522.2,2741.8
1601,Afrique,38.0,Femme,11.0,Non,0.0,4.0,3481.5,2543.0
1602,Asie,35.0,Homme,9.0,Non,1.0,3.0,3883.3,2714.8
1603,Europe,45.0,Femme,12.0,Oui,0.0,3.0,5499.5,3799.9
1604,Asie,30.0,Homme,6.0,Oui,1.0,4.0,3850.9,2466.6
1605,AmeriqueDuSud,36.0,Homme,6.0,Non,,4.0,3293.5,2500.7
1606,AmeriqueDuNord,40.0,Homme,12.0,Oui,1.0,5.0,5383.8,3700.8
1607,Europe,25.0,Homme,7.0,Oui,1.0,4.0,4795.2,3075.2
1608,Europe,38.0,Homme,13.0,Oui,1.0,3.0,6168.5,4577.5
1609,Afrique,36.0,Femme,13.0,Non,,4.0,3363.2,2196.1
1610,AmeriqueDuNord,28.0,Femme,13.0,Oui,1.0,5.0,5990.7,3708.7
1611,AmeriqueDuNord,24.0,Homme,9.0,Non,0.0,5.0,3911.3,2253.3
1612,Afrique,29.0,Femme,9.0,Oui,1.0,3.0,3459.2,2535.4
1613,Afrique,29.0,Femme,9.0,Oui,1.0,6.0,3899.7,3009.3
1614,Oceanie,36.0,Homme,6.0,Oui,1.0,3.0,4602.7,3579.0
1615,AmeriqueDuNord,39.0,Femme,12.0,Oui,1.0,2.0,5258.7,4149.2
1616,AmeriqueDuNord,28.0,Femme,11.0,Non,0.0,6.0,4099.3,2820.1
1617,AmeriqueDuSud,25.0,Femme,9.0,Oui,1.0,3.0,4790.4,3793.2
1618,Afrique,32.0,Homme,10.0,Non,,2.0,2934.9,1733.7
1619,Asie,32.0,Homme,11.0,Oui,0.0,5.0,5214.1,3282.7
1620,AmeriqueDuSud,31.0,Homme,12.0,Non,0.0,3.0,4513.4,3255.6
1621,AmeriqueDuNord,24.0,Homme,10.0,Non,0.0,5.0,3673.4,2779.7
1622,Afrique,37.0,Femme,,Non,0.0,4.0,1222.5,827.5
1623,Antarctique,45.0,Femme,11.0,Non,1.0,6.0,5007.9,3223.4
1624,Asie,32.0,Homme,,Oui,0.0,2.0,2360.1,1808.7
1625,Asie,39.0,Femme,7.0,Non,1.0,6.0,3513.3,2366.0
1626,Europe,36.0,Homme,9.0,Oui,0.0,3.0,4849.5,3236.5
1627,Antarctique,29.0,Femme,10.0,Non,1.0,5.0,4352.5,2581.4
1628,AmeriqueDuSud,25.0,Femme,11.0,Non,0.0,4.0,3521.5,2453.5
1629,Europe,25.0,Homme,7.0,Non,,3.0,4061.2,2792.1
1630,Oceanie,27.0,Homme,10.0,Non,,3.0,4548.9,3592.0
1631,Afrique,29.0,Femme,,Non,1.0,4.0,1706.1,1439.7
1632,Afrique,24.0,Homme,8.0,Oui,0.0,3.0,3261.8,2712.2
1633,Asie,25.0,Homme,14.0,Oui,1.0,4.0,,
1634,AmeriqueDuSud,27.0,Homme,,Oui,0.0,4.0,2153.5,1610.2
1635,Asie,46.0,Femme,,Oui,1.0,3.0,3097.3,1816.8
1636,Afrique,45.0,Homme,12.0,Non,,4.0,3913.2,2818.7
1637,Europe,37.0,Homme,12.0,Non,1.0,3.0,5590.6,3826.7
1638,Europe,46.0,Homme,8.0,Non,1.0,3.0,3980.6,2440.1
1639,AmeriqueDuNord,47.0,Femme,11.0,Oui,0.0,6.0,5166.6,3564.4
1640,Antarctique,40.0,Homme,11.0,Non,1.0,5.0,5468.2,3365.6
1641,Europe,26.0,Femme,7.0,Oui,1.0,2.0,4291.3,2443.8
1642,Afrique,47.0,Femme,11.0,Oui,0.0,5.0,4120.6,3417.5
1643,AmeriqueDuNord,45.0,Femme,11.0,Oui,1.0,4.0,5138.7,3919.9
1644,Antarctique,31.0,Homme,6.0,Oui,1.0,2.0,4680.7,3547.3
1645,Antarctique,33.0,Homme,10.0,Oui,0.0,4.0,5837.6,4162.6
1646,Antarctique,37.0,Femme,9.0,Non,0.0,6.0,4152.0,2958.7
1647,Antarctique,43.0,Femme,12.0,Oui,0.0,5.0,5550.0,3521.2
1648,Asie,26.0,Homme,7.0,Non,,3.0,3600.7,2799.3
1649,Europe,36.0,Femme,9.0,,0.0,5.0,4237.9,2471.3
1650,AmeriqueDuNord,39.0,Homme,7.0,Non,,5.0,,
1651,Europe,23.0,Femme,14.0,Oui,0.0,4.0,5863.9,3560.9
1652,Afrique,31.0,Homme,11.0,Oui,0.0,2.0,4179.2,2706.1
1653,Europe,41.0,Homme,14.0,Non,0.0,5.0,5581.8,3543.9
1654,Antarctique,43.0,Homme,8.0,Oui,,5.0,4954.2,3861.5
1655,Asie,27.0,Homme,11.0,Oui,1.0,5.0,5072.3,3215.6
1656,Antarctique,32.0,Femme,7.0,Non,0.0,4.0,4032.5,2662.8
1657,Europe,32.0,Homme,12.0,Non,1.0,4.0,5235.7,3337.3
1658,Afrique,23.0,Femme,,Non,,5.0,1019.7,462.1
1659,Asie,42.0,Femme,8.0,Non,1.0,2.0,3469.2,2440.8
1660,Antarctique,25.0,Femme,9.0,Non,1.0,2.0,4458.4,3431.5
1661,Antarctique,26.0,Homme,8.0,Non,1.0,4.0,4374.2,3031.3
1662,AmeriqueDuSud,26.0,Homme,10.0,Non,0.0,3.0,3264.5,2463.1
1663,Oceanie,25.0,Homme,11.0,Oui,1.0,5.0,5528.1,4194.6
1664,Europe,27.0,Homme,13.0,Oui,,3.0,6237.3,3773.3
1665,AmeriqueDuNord,24.0,Femme,8.0,Oui,1.0,4.0,4714.5,3057.7
1666,Afrique,24.0,Homme,8.0,Non,1.0,4.0,2447.3,1431.9
1667,Oceanie,40.0,Homme,12.0,Non,0.0,3.0,5099.3,3723.7
1668,Europe,47.0,Homme,11.0,Non,0.0,4.0,4228.9,2698.1
1669,Antarctique,41.0,Homme,9.0,Non,0.0,4.0,4698.9,3639.9
1670,Antarctique,35.0,Homme,10.0,Oui,1.0,4.0,5803.7,4324.4
1671,AmeriqueDuSud,25.0,Femme,14.0,Non,1.0,4.0,4583.8,3056.4
1672,Asie,33.0,Homme,8.0,Non,1.0,4.0,,
1673,Antarctique,34.0,Homme,13.0,Oui,0.0,3.0,5722.7,3683.4
1674,AmeriqueDuNord,30.0,Femme,14.0,Oui,0.0,4.0,5131.7,3207.1
1675,AmeriqueDuNord,35.0,Femme,6.0,Non,1.0,2.0,3743.6,2891.9
1676,AmeriqueDuNord,34.0,Homme,7.0,Oui,,5.0,4693.1,3043.1
1677,Asie,,Homme,11.0,Oui,0.0,5.0,4168.0,2941.6
1678,Europe,32.0,Femme,8.0,Non,1.0,4.0,4410.0,3186.5
1679,Asie,26.0,Homme,7.0,Non,0.0,5.0,3285.8,2450.1
1680,Asie,41.0,Homme,11.0,Oui,0.0,3.0,4516.0,3260.9
1681,Antarctique,34.0,Femme,12.0,Non,1.0,3.0,,
1682,AmeriqueDuNord,24.0,Homme,13.0,Oui,0.0,5.0,5278.8,3365.3
1683,AmeriqueDuSud,42.0,Homme,7.0,Oui,,2.0,4050.2,2667.0
1684,Oceanie,,Homme,11.0,Non,1.0,,4438.2,3263.6
1685,Oceanie,26.0,Homme,14.0,Oui,,6.0,5368.6,3950.4
1686,Oceanie,30.0,Homme,13.0,Non,1.0,6.0,5483.8,3360.0
1687,AmeriqueDuNord,39.0,Homme,7.0,Oui,,4.0,4868.3,2855.5
1688,Europe,29.0,Homme,,Non,,2.0,2849.0,1740.6
1689,Europe,40.0,Femme,12.0,Non,0.0,5.0,4514.4,3013.2
1690,Europe,26.0,Femme,9.0,Non,0.0,4.0,3958.5,2311.6
1691,Afrique,32.0,Femme,12.0,Non,0.0,5.0,2974.7,1890.8
1692,Asie,39.0,Homme,6.0,Oui,0.0,5.0,4065.1,2494.1
1693,AmeriqueDuNord,31.0,Femme,13.0,Non,1.0,5.0,4699.6,3128.4
1694,Europe,41.0,Homme,13.0,Non,0.0,6.0,5065.0,3463.8
1695,Europe,44.0,Homme,10.0,Oui,1.0,5.0,5910.3,4212.2
1696,Antarctique,30.0,Homme,7.0,Non,0.0,5.0,3658.0,2656.7
1697,Antarctique,,Femme,11.0,,1.0,4.0,4198.8,2846.1
1698,Antarctique,38.0,Homme,6.0,Non,0.0,5.0,4148.6,3140.1
1699,Europe,,Femme,10.0,Non,1.0,5.0,3337.9,1985.8
1700,Oceanie,,Homme,9.0,Non,0.0,6.0,3714.1,2529.3
1701,Asie,30.0,Homme,14.0,Non,1.0,4.0,5300.7,4168.0
1702,AmeriqueDuSud,33.0,Femme,10.0,Oui,0.0,4.0,3887.0,2579.3
1703,Antarctique,25.0,Femme,,Non,1.0,6.0,2533.1,1510.6
1704,Oceanie,32.0,Homme,6.0,Non,1.0,4.0,3268.4,2205.9
1705,Afrique,42.0,Femme,12.0,Non,0.0,4.0,3782.8,2658.8
1706,Oceanie,41.0,Femme,9.0,Oui,0.0,,,
1707,Asie,36.0,Homme,13.0,Non,0.0,4.0,,
1708,AmeriqueDuSud,29.0,Homme,10.0,Non,1.0,2.0,,
1709,Europe,42.0,Homme,9.0,Non,0.0,3.0,3859.8,2928.0
1710,AmeriqueDuNord,38.0,Femme,8.0,Non,1.0,5.0,3628.8,2659.9
1711,AmeriqueDuSud,25.0,Homme,7.0,Oui,,2.0,4193.8,3500.9
1712,Asie,37.0,Homme,6.0,Oui,0.0,4.0,3529.6,2238.4
1713,Antarctique,25.0,Femme,9.0,Oui,1.0,3.0,5729.5,4060.8
1714,Europe,33.0,Femme,12.0,Non,0.0,4.0,4519.9,2661.5
1715,AmeriqueDuNord,39.0,Homme,12.0,Non,1.0,6.0,,
1716,AmeriqueDuNord,30.0,Homme,10.0,Oui,0.0,5.0,5347.9,3856.8
1717,AmeriqueDuNord,42.0,Femme,11.0,Oui,0.0,4.0,5501.1,4245.3
1718,Europe,30.0,Femme,12.0,Non,0.0,3.0,4766.9,3232.1
1719,Asie,36.0,Femme,9.0,Non,0.0,,3745.6,2639.1
1720,Europe,42.0,Homme,10.0,Oui,,3.0,5523.0,3823.2
1721,Europe,36.0,Homme,12.0,Oui,1.0,6.0,6213.4,4089.3
1722,Europe,42.0,Femme,7.0,Non,1.0,2.0,3858.3,2788.5
1723,Antarctique,34.0,Homme,10.0,,1.0,3.0,4979.7,3279.0
1724,Europe,32.0,Homme,8.0,Non,1.0,3.0,4668.5,3193.6
1725,Antarctique,32.0,Homme,14.0,Non,0.0,6.0,5290.7,3990.7
1726,AmeriqueDuSud,32.0,Femme,12.0,Non,0.0,5.0,,
1727,AmeriqueDuNord,29.0,Femme,8.0,Non,0.0,5.0,3628.8,2787.7
1728,Antarctique,33.0,Homme,9.0,,0.0,5.0,4458.6,3360.5
1729,AmeriqueDuNord,35.0,Femme,11.0,Non,,4.0,3763.3,2221.8
1730,Oceanie,33.0,Femme,8.0,Oui,1.0,5.0,5134.3,3520.9
1731,Afrique,44.0,Homme,14.0,Non,,2.0,4358.6,3402.8
1732,Europe,33.0,Homme,12.0,Non,,5.0,5077.2,3608.7
1733,Afrique,26.0,Femme,8.0,,1.0,4.0,2525.3,1670.6
1734,Asie,44.0,Homme,11.0,Non,1.0,6.0,4026.0,2647.3
1735,Oceanie,33.0,Femme,8.0,Oui,0.0,4.0,4647.6,3012.8
1736,Antarctique,28.0,Femme,8.0,Non,0.0,5.0,,
1737,Asie,40.0,Homme,7.0,Oui,1.0,6.0,4333.8,3137.5
1738,Afrique,41.0,Femme,11.0,Oui,1.0,6.0,,
1739,Asie,45.0,Femme,11.0,Non,1.0,3.0,4147.8,2934.7
1740,Europe,30.0,Homme,10.0,Non,0.0,5.0,3896.6,2470.5
1741,Afrique,28.0,Homme,12.0,Oui,0.0,4.0,4549.0,3050.8
1742,AmeriqueDuSud,38.0,Homme,8.0,Non,1.0,5.0,3755.8,2306.3
1743,Afrique,35.0,Femme,14.0,Oui,1.0,4.0,4878.1,3483.9
1744,Europe,44.0,Femme,9.0,Oui,0.0,4.0,4363.9,2612.7
1745,Oceanie,45.0,Femme,13.0,,1.0,4.0,5430.6,3275.6
1746,AmeriqueDuNord,38.0,Femme,9.0,Non,1.0,4.0,4034.0,3296.9
1747,AmeriqueDuNord,34.0,Homme,12.0,Non,0.0,4.0,4897.8,3792.3
1748,Asie,25.0,Homme,,Oui,1.0,3.0,3050.2,2542.6
1749,Oceanie,38.0,Homme,11.0,Oui,1.0,2.0,5223.8,3927.6
1750,AmeriqueDuSud,37.0,Homme,14.0,,0.0,3.0,4297.7,3327.6
1751,Afrique,40.0,Homme,8.0,Oui,0.0,5.0,3102.4,1944.3
1752,Afrique,40.0,Homme,13.0,Oui,0.0,3.0,4472.6,3026.3
1753,Antarctique,30.0,Femme,12.0,Non,1.0,4.0,5364.6,4165.5
1754,Antarctique,45.0,Femme,13.0,Non,0.0,4.0,5142.0,3309.6
1755,AmeriqueDuSud,45.0,Femme,13.0,Non,0.0,5.0,,
1756,Oceanie,35.0,Femme,11.0,Non,1.0,4.0,,
1757,AmeriqueDuSud,28.0,Femme,11.0,Oui,0.0,3.0,4430.5,3271.8
1758,AmeriqueDuNord,,Femme,9.0,Non,1.0,4.0,3165.4,2638.1
1759,AmeriqueDuNord,37.0,Homme,11.0,Oui,0.0,5.0,4958.0,3307.2
1760,Antarctique,39.0,Homme,11.0,,1.0,4.0,5044.3,3953.9
1761,Afrique,46.0,Femme,12.0,Oui,1.0,,4959.2,2983.1
1762,Antarctique,38.0,Femme,10.0,Non,,5.0,4725.8,2825.0
1763,AmeriqueDuSud,38.0,Femme,9.0,Non,0.0,5.0,3653.2,2633.5
1764,Oceanie,34.0,Homme,11.0,Non,0.0,3.0,4514.2,3632.7
1765,Antarctique,25.0,Femme,12.0,Non,0.0,4.0,4838.7,2996.4
1766,AmeriqueDuNord,40.0,Homme,10.0,Oui,,3.0,5413.1,3750.1
1767,Asie,27.0,Homme,9.0,Non,1.0,5.0,3670.8,2256.1
1768,Afrique,34.0,Homme,10.0,Oui,1.0,5.0,4138.3,2790.9
1769,AmeriqueDuSud,37.0,Femme,10.0,Oui,0.0,6.0,3805.6,2416.3
1770,AmeriqueDuNord,41.0,Femme,,Oui,0.0,4.0,2862.2,1973.3
1771,Europe,30.0,Homme,8.0,Non,,,4109.2,2595.1
1772,AmeriqueDuNord,25.0,Femme,,Non,1.0,5.0,1671.9,1203.6
1773,Asie,,Femme,12.0,Oui,1.0,4.0,4211.5,3057.1
1774,AmeriqueDuSud,24.0,Homme,10.0,Non,0.0,6.0,3906.0,2889.2
1775,Antarctique,45.0,Femme,9.0,Non,1.0,4.0,4914.8,3871.1
1776,Asie,42.0,Homme,12.0,Non,1.0,2.0,,
1777,Afrique,35.0,Homme,9.0,Oui,1.0,5.0,4238.3,2927.0
1778,AmeriqueDuSud,33.0,Femme,9.0,Non,1.0,4.0,3555.9,2514.6
1779,AmeriqueDuNord,37.0,Femme,10.0,Oui,0.0,2.0,4600.0,3418.3
1780,Antarctique,36.0,Homme,11.0,Oui,0.0,4.0,6104.1,4195.4
1781,Antarctique,40.0,Homme,10.0,Non,0.0,6.0,4378.2,3039.9
1782,Europe,,Femme,10.0,Non,1.0,3.0,3678.3,2531.3
1783,Oceanie,46.0,Femme,9.0,Oui,1.0,4.0,5014.6,3666.5
1784,AmeriqueDuSud,29.0,Femme,9.0,Oui,0.0,3.0,3623.9,2598.8
1785,Europe,35.0,Femme,6.0,Oui,1.0,5.0,4680.2,3699.8
1786,Oceanie,,Femme,8.0,Oui,0.0,5.0,3403.0,2216.9
1787,Asie,45.0,Femme,7.0,Oui,0.0,5.0,4014.0,2561.3
1788,AmeriqueDuNord,24.0,Homme,11.0,Non,0.0,5.0,4211.0,2907.0
1789,Asie,31.0,Homme,,Oui,0.0,4.0,2904.7,2083.3
1790,AmeriqueDuNord,43.0,Homme,8.0,Non,1.0,5.0,3848.7,2648.5
1791,AmeriqueDuNord,23.0,Femme,13.0,Non,1.0,3.0,4949.1,3874.8
1792,AmeriqueDuSud,24.0,Femme,10.0,,0.0,5.0,3598.4,2483.1
1793,Antarctique,45.0,Homme,14.0,Non,1.0,4.0,6065.5,4590.0
1794,AmeriqueDuNord,32.0,Homme,7.0,Non,0.0,2.0,3354.9,2276.2
1795,Asie,41.0,Homme,9.0,Non,0.0,4.0,3543.5,2012.4
1796,Afrique,41.0,Femme,12.0,Non,1.0,4.0,4102.9,3000.6
1797,Afrique,44.0,Femme,7.0,Oui,1.0,3.0,3142.7,2482.8
1798,Afrique,38.0,Femme,6.0,Oui,1.0,3.0,3688.4,2248.4
1799,AmeriqueDuSud,30.0,Femme,8.0,Oui,0.0,,4151.9,3185.7
1800,AmeriqueDuSud,45.0,Femme,7.0,Non,,5.0,3094.3,2345.4
1801,AmeriqueDuSud,45.0,Homme,14.0,,1.0,4.0,4377.8,3402.0
1802,Oceanie,34.0,Homme,10.0,Non,0.0,4.0,4201.9,3014.1
1803,Oceanie,30.0,Homme,13.0,Oui,1.0,5.0,5984.9,4473.6
1804,Asie,34.0,Homme,7.0,Oui,0.0,5.0,4107.2,2933.9
1805,AmeriqueDuSud,42.0,Homme,8.0,Non,0.0,4.0,3002.1,2027.1
1806,Asie,23.0,Femme,10.0,Non,0.0,4.0,3649.8,2566.5
1807,Oceanie,42.0,Homme,6.0,Non,,4.0,3674.1,2734.2
1808,AmeriqueDuNord,32.0,Homme,8.0,Non,0.0,6.0,3946.2,2461.9
1809,Antarctique,24.0,Femme,10.0,Non,1.0,5.0,4248.2,3226.0
1810,AmeriqueDuSud,34.0,Homme,12.0,Non,0.0,3.0,4186.4,3243.8
1811,Antarctique,35.0,Femme,14.0,Oui,0.0,4.0,,
1812,Europe,38.0,Homme,11.0,Oui,0.0,5.0,5378.2,4171.3
1813,Europe,42.0,Femme,7.0,Oui,0.0,5.0,4616.3,3752.2
1814,Antarctique,45.0,Femme,9.0,Non,,4.0,3925.5,2799.2
1815,Oceanie,33.0,Femme,6.0,Oui,0.0,6.0,3817.4,2735.0
1816,Antarctique,36.0,Homme,12.0,Non,0.0,4.0,4787.5,3325.7
1817,Afrique,41.0,Femme,9.0,Oui,0.0,2.0,4173.8,3185.9
1818,AmeriqueDuSud,35.0,Femme,12.0,Oui,0.0,4.0,4852.6,3460.3
1819,Antarctique,35.0,Homme,10.0,Non,,4.0,5032.9,3365.8
1820,Afrique,36.0,Homme,11.0,Oui,0.0,5.0,,
1821,Afrique,37.0,Femme,14.0,Oui,0.0,2.0,5176.6,3550.1
1822,Antarctique,,Femme,7.0,Non,,3.0,3522.1,2255.0
1823,Afrique,27.0,Femme,7.0,Oui,,4.0,2877.1,1972.8
1824,Antarctique,27.0,Homme,13.0,Oui,1.0,5.0,6059.8,3592.9
1825,Asie,29.0,Femme,11.0,Non,1.0,5.0,4003.1,2940.4
1826,Europe,41.0,Homme,10.0,Non,0.0,5.0,4409.8,3058.0
1827,Asie,46.0,Femme,6.0,Oui,1.0,6.0,4122.6,2736.9
1828,Oceanie,23.0,Femme,8.0,Oui,1.0,4.0,4245.2,3153.9
1829,Asie,,Homme,9.0,Non,,4.0,3214.0,2335.5
1830,Europe,32.0,Femme,11.0,Oui,1.0,6.0,5646.1,3962.5
1831,Oceanie,31.0,Femme,9.0,Non,0.0,,3677.9,2476.7
1832,Antarctique,43.0,Homme,7.0,Non,1.0,3.0,,
1833,Oceanie,37.0,Homme,7.0,Oui,,2.0,4648.6,3433.7
1834,AmeriqueDuSud,42.0,Homme,13.0,Oui,0.0,5.0,5413.9,3455.9
1835,Oceanie,42.0,Homme,12.0,Non,,4.0,5097.4,3271.0
1836,Antarctique,30.0,Femme,9.0,Non,1.0,4.0,4161.3,3037.4
1837,Afrique,28.0,Homme,12.0,Non,1.0,6.0,3980.1,2980.5
1838,AmeriqueDuSud,43.0,Femme,10.0,Oui,1.0,5.0,4659.1,3558.1
1839,AmeriqueDuNord,33.0,Homme,11.0,,0.0,2.0,4399.9,3269.4
1840,AmeriqueDuSud,37.0,Homme,11.0,Oui,0.0,6.0,5090.4,3913.8
1841,Europe,25.0,Femme,,Non,1.0,4.0,2548.6,1775.5
1842,Afrique,23.0,Homme,13.0,Oui,0.0,5.0,4292.7,2718.6
1843,AmeriqueDuSud,31.0,Homme,8.0,Oui,0.0,6.0,,
1844,Oceanie,40.0,Homme,6.0,Oui,0.0,3.0,4305.5,2752.3
1845,AmeriqueDuSud,25.0,Femme,9.0,Oui,1.0,5.0,4705.2,3391.7
1846,Antarctique,29.0,Femme,9.0,Non,0.0,4.0,4024.1,2614.1
1847,Europe,37.0,Femme,10.0,Non,0.0,6.0,4558.9,3251.0
1848,AmeriqueDuSud,32.0,Homme,10.0,Oui,,3.0,4316.2,2795.2
1849,Asie,47.0,Femme,14.0,Non,1.0,4.0,4427.0,3010.4
1850,Europe,34.0,Homme,8.0,Non,0.0,4.0,,
1851,Oceanie,39.0,Homme,13.0,Oui,0.0,4.0,5728.1,4643.7
1852,AmeriqueDuNord,41.0,Homme,8.0,Non,1.0,3.0,4394.3,3285.6
1853,Antarctique,46.0,Femme,8.0,Non,0.0,5.0,4263.5,3331.3
1854,Oceanie,34.0,Femme,6.0,Non,0.0,5.0,3353.5,2538.4
1855,Afrique,43.0,Femme,7.0,Non,0.0,5.0,2457.0,1576.7
1856,AmeriqueDuSud,32.0,Homme,11.0,Non,1.0,3.0,,
1857,Afrique,,Homme,13.0,Oui,0.0,3.0,4169.6,2991.2
1858,Afrique,41.0,Femme,7.0,Non,1.0,4.0,2978.6,1901.6
1859,AmeriqueDuSud,38.0,Homme,12.0,Oui,1.0,3.0,5009.2,3805.7
1860,AmeriqueDuSud,46.0,Homme,8.0,Non,1.0,3.0,3705.9,2456.9
1861,Afrique,32.0,Homme,8.0,Oui,1.0,6.0,3939.9,2768.9
1862,Oceanie,,Homme,13.0,Oui,0.0,3.0,5398.9,4199.5
1863,Europe,37.0,Femme,13.0,Oui,,,6223.6,4194.6
1864,AmeriqueDuNord,39.0,Femme,6.0,Non,1.0,2.0,3413.6,2025.0
1865,AmeriqueDuNord,39.0,Femme,11.0,Oui,1.0,3.0,5846.9,3468.2
1866,Afrique,41.0,Femme,7.0,Oui,0.0,4.0,3482.9,2273.7
1867,AmeriqueDuSud,24.0,Femme,8.0,Non,,5.0,2397.2,1506.5
1868,Oceanie,31.0,Homme,13.0,Oui,1.0,2.0,6513.4,4007.3
1869,Oceanie,44.0,Femme,13.0,Oui,1.0,5.0,5643.8,4528.1
1870,AmeriqueDuNord,24.0,Femme,10.0,Oui,,3.0,4371.9,2554.6
1871,Afrique,37.0,Femme,11.0,Oui,1.0,3.0,4071.0,2906.9
1872,Afrique,24.0,Femme,12.0,Non,1.0,4.0,3787.4,2790.7
1873,Oceanie,36.0,Homme,8.0,Non,1.0,3.0,4306.9,2515.2
1874,Antarctique,40.0,Femme,11.0,,0.0,5.0,5086.6,3553.8
1875,Europe,36.0,Femme,9.0,Non,1.0,5.0,4350.5,3069.8
1876,AmeriqueDuNord,38.0,Femme,10.0,Non,1.0,3.0,3997.7,2938.4
1877,Antarctique,29.0,Homme,6.0,Oui,,5.0,4960.0,3329.8
1878,Oceanie,39.0,Homme,9.0,Non,0.0,3.0,4213.3,2754.6
1879,Asie,28.0,Femme,,Non,0.0,4.0,1602.3,1059.9
1880,Asie,41.0,Homme,10.0,Oui,0.0,3.0,4770.5,3160.9
1881,Europe,36.0,Femme,8.0,Oui,0.0,6.0,4990.2,3330.7
1882,Antarctique,44.0,Femme,10.0,Oui,1.0,5.0,6058.0,4333.1
1883,Asie,,Homme,,Oui,0.0,3.0,1648.3,1001.7
1884,Antarctique,39.0,Homme,9.0,Non,1.0,3.0,5245.4,3542.2
1885,AmeriqueDuSud,,Homme,11.0,Oui,1.0,3.0,3918.2,2683.5
1886,AmeriqueDuSud,31.0,Femme,10.0,Non,,,3220.0,2027.6
1887,Afrique,46.0,Homme,14.0,Non,,6.0,3868.6,2887.9
1888,Oceanie,35.0,Femme,9.0,,0.0,3.0,3617.9,2643.8
1889,AmeriqueDuNord,45.0,Femme,6.0,Non,0.0,5.0,3580.7,2423.2
1890,Asie,35.0,Homme,13.0,Non,0.0,5.0,4329.5,3018.5
1891,Antarctique,42.0,Femme,,Oui,0.0,6.0,3459.7,2401.2
1892,Antarctique,35.0,Homme,13.0,Oui,1.0,4.0,6340.7,4914.4
1893,AmeriqueDuSud,24.0,Femme,9.0,Non,1.0,4.0,3431.4,2528.9
1894,Antarctique,42.0,Homme,7.0,Oui,0.0,3.0,4534.9,2886.1
1895,AmeriqueDuNord,40.0,Homme,11.0,Oui,0.0,3.0,5131.9,3511.9
1896,AmeriqueDuNord,41.0,Homme,10.0,Oui,,5.0,5389.4,3512.2
1897,Europe,31.0,Femme,9.0,Oui,0.0,5.0,4512.9,2917.7
1898,Afrique,33.0,Femme,,Oui,,3.0,1628.3,1294.9
1899,Afrique,39.0,Femme,9.0,Non,0.0,3.0,3237.7,2540.1
1900,Europe,41.0,Femme,14.0,Oui,1.0,3.0,6556.6,4674.9
1901,Europe,23.0,Homme,8.0,Non,0.0,5.0,4069.0,2533.3
1902,Afrique,25.0,Homme,6.0,Oui,0.0,5.0,2635.7,1619.3
